track_id,artist,title,lyrics
16384,,,
16385,,,
2,AWOL,Food,
3,,,
16386,,,
5,,,
16387,,,
16388,,,
16391,,,
16392,,,
10,Kurt Vile,Freeway,
16393,,,
16394,,,
8201,P.E.D.,noise,
16398,,,
16399,,,
16400,,,
16401,,,
16402,,,
16403,,,
16404,,,
8204,,,
16406,Peerless Quartet,Georgia,
8208,,,
32800,,,
16421,,,
16422,,,
16423,,,
16424,,,
16425,,,
16426,,,
16427,,,
16428,,,
16430,The Virginians,Blue,
16431,,,
16432,,,
8256,,,
8257,,,
8258,,,
8259,,,
8261,,,
41076,,,
123002,,,
41090,,,
32900,,,
134,,,
139,Alec K. Redfearn & the Eyesores,CandyAss,
140,,,
141,Alec K. Redfearn & the Eyesores,Ohio,
9798,,,
9800,,,
16546,,,
11431,,,
190,,,
193,,,
194,,,
16580,,,
197,,,
198,,,
16581,Gorowski,Hullites,
200,,,
16582,,,
16583,,,
203,,,
204,,,
16589,,,
16584,,,
16585,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,Au,Boute,
16590,Gorowski,GCP,
16591,,,
16592,,,
49363,,,
24800,,,
24801,,,
237,,,
247,,,
65784,,,
249,,,
41207,,,
65788,,,
255,,,
256,Black Elk,Toggle,
257,,,
258,Black Elk,Eyebone,
8450,Screaming Females,Bell,
8451,Screaming Females,Skull,
8452,,,
8453,,,
8454,Screaming Females,Fun,
8455,,,
9823,,,
57631,,,
49441,,,
8489,,,
8490,Paybacks,Blackout,
8491,,,
8494,,,
8497,Paybacks,Hollywood,
16690,Shearer,Change,
16691,,,
16692,,,
16693,,,
16694,,,
16695,Shearer,69,
16696,,,
98613,,,
16698,,,
16699,Shearer,Clay,
16700,,,
16701,Shearer,Wussy,
16702,,,
16703,,,
49471,,,
49473,,,
8205,,,
8514,,,
341,,,
343,Blah Blah Blah,Cybernetics,
352,,,
368,Blah Blah Blah,Vampires,
369,,,
49531,,,
49532,,,
8575,,,
8580,Taylor Ho Bynum/Tomas Fujiwara Duo,Ikuru,
8582,,,
8584,,,
397,,,
398,,,
399,Borful Tang,ELI,
400,,,
405,,,
414,,,
33192,,,
33200,,,
25009,,,
16819,,,
16820,Pharaos,Investigation,
16821,,,
16822,,,
16823,,,
16824,,,
16825,,,
16826,,,
16827,,,
16828,,,
16829,,,
33213,,,
25016,,,
33219,,,
57809,,,
57813,,,
16380,,,
16879,Pre,Yesterday,
16880,Pre,Lampion,
33271,,,
534,,,
535,,,
536,,,
537,,,
540,,,
546,,,
82469,,,
550,,,
123431,,,
18020,,,
18021,,,
18022,,,
33331,,,
564,,,
33335,,,
25143,,,
33337,,,
573,,,
574,,,
25152,,,
583,,,
584,,,
585,,,
123470,,,
107089,,,
16982,,,
16983,,,
16985,,,
602,Dora Bleu,Disappearing,
603,,,
25178,,,
605,,,
16989,,,
608,,,
16992,,,
41569,,,
619,,,
620,Ed Askew,Arabesque,
621,,,
625,,,
629,,,
631,,,
633,,,
635,,,
26179,,,
25237,,,
664,,,
665,,,
669,Fanatic,Dream,
673,Fanatic,Rise,
677,Fanatic,The_Tension,
679,,,
681,Fanatic,Sunshine,
690,Flying Luttenbachers,Cataclysm,
33459,,,
33460,,,
33461,,,
694,,,
695,Food For Animals,Elephants,
33463,Unrest,Isabel,
33464,Unrest,June,
33466,,,
33467,Unrest,Firecracker,
33465,,,
115388,,,
49857,,,
714,,,
715,Fursaxa,Kokopelli,
716,Fursaxa,Saxalainen,
717,Fursaxa,Tyranny,
718,,,
99018,,,
720,,,
8914,,,
99028,,,
8921,,,
109238,,,
17130,,,
17132,Love Story In Blood Red,Mai,
33539,,,
777,Glove Compartment,Relaxing,
99094,,,
25378,,,
25384,Dafear,In,
814,,,
821,Hecuba,Sir,
822,,,
823,Hecuba,YES,
824,,,
825,,,
826,Here Comes A Big Black Cloud!!,Graverobbin,
829,,,
830,Here Comes A Big Black Cloud!!,Vietnam,
853,,,
855,,,
858,I Am the Liquor,Blastered,
58204,,,
861,,,
863,I Am the Liquor,Bariwax,
11757,,,
17259,,,
878,,,
881,,,
889,Illusion of Safety,Wasteland,
896,Impediments,2012,
41868,,,
17321,,,
17322,,,
17323,,,
17324,,,
17325,,,
99253,,,
99259,,,
17347,,,
17351,,,
82893,,,
13220,,,
107475,,,
13221,Louis Lingg and The Bombs,Conspiracy,
107481,,,
82908,,,
992,,,
993,,,
9188,,,
13224,,,
13225,,,
41966,,,
107505,,,
1014,,,
1015,,,
1016,,,
1017,Kowloon Walled City,Inheritance,
1018,,,
1022,,,
1023,,,
1028,,,
1029,,,
1041,,,
1042,,,
1043,,,
1044,,,
1045,,,
1046,Little Howlin' Wolf,Eulb,
1047,,,
1048,,,
1052,,,
17439,,,
17440,,,
17441,,,
17442,,,
1059,Lozenge,Numbrcrunchr,
1060,,,
1061,,,
17444,,,
17445,,,
17446,Latent Chaos,Transition/Climax,
1063,,,
1064,Lozenge,Undrbelly,
17449,,,
17451,The Suadetones,Goldfinger,
17452,,,
17453,,,
17455,,,
17454,,,
17448,,,
17450,,,
17457,Atomic Butterfly,Aroseinherteeth,
17460,,,
17461,,,
17462,,,
115766,,,
17464,,,
58423,,,
1082,,,
1085,Mahjongg,jamdek,
1086,,,
1087,,,
1088,Mahjongg,aluminum,
1089,,,
91205,,,
1102,,,
17488,,,
1105,,,
1106,,,
1107,,,
1108,,,
17489,,,
17491,,,
17492,,,
17494,,,
17493,,,
17495,,,
17496,,,
17497,,,
1117,,,
1118,,,
17498,,,
17499,,,
1121,,,
17500,,,
1123,,,
107614,,,
1125,,,
1126,,,
1130,,,
1131,,,
1138,,,
1147,,,
1148,,,
1149,,,
1150,,,
9998,,,
1156,,,
1157,Mors Ontologica,Bombshell,
9999,,,
1161,,,
1162,Mors Ontologica,D.Y.I,
10000,,,
1165,,,
44194,,,
1179,Mors Ontologica,Shoes,
42141,,,
1183,,,
44197,,,
17576,,,
1193,,,
1195,,,
1196,,,
1197,,,
17579,,,
1199,,,
17580,,,
1201,Mountain High,Galiens,
1202,,,
1203,,,
1204,,,
17584,,,
17586,,,
17587,,,
17589,Future Islands,Pinnochio,
17590,,,
17591,,,
17601,,,
17602,,,
17603,,,
50389,,,
23041,,,
17631,Jalikebba Kuyateh and the Toubabs,Jaliya,
17632,,,
17633,Jalikebba Kuyateh and the Toubabs,Caira,
17634,Jalikebba Kuyateh and the Toubabs,M.Samba,
17635,Jalikebba Kuyateh and the Toubabs,Signolu,
17636,,,
17637,,,
58604,,,
1270,Necropolis,Cocksuckerbastardmotherfucker,
17657,,,
1279,,,
1280,Newagehillbilly,history,
1289,,,
1290,,,
1292,,,
50444,,,
17678,,,
50466,,,
9512,,,
17711,Pigeons & Crazy Porridgemakers,Apprehension,
17712,,,
1339,,,
1354,,,
1356,,,
1358,,,
1360,,,
1361,,,
9553,,,
1363,,,
1366,,,
17781,,,
17782,,,
17785,Lying In States,Automotons,
17788,IAYD,Subatomic,
97973,,,
17794,,,
1413,,,
42374,,,
1416,,,
1417,,,
1418,Pierced Arrows,Caroline,
1419,,,
26014,,,
26022,,,
9640,,,
26024,,,
1450,,,
17839,,,
17840,,,
17841,,,
17842,,,
17843,,,
50608,,,
26035,,,
26036,,,
17854,Measles Mumps Rubella,Chavez,
17855,,,
17856,,,
17857,,,
17858,,,
17859,,,
17860,Measles Mumps Rubella,Manape,
9662,,,
9663,,,
9664,Learning Music,Contagious,
9666,Learning Music,CGGF,
1481,Rainbro,Cunca,
1482,,,
1483,Rainbro,Center,
75207,,,
1485,Rainbro,Blaster,
75208,,,
75212,,,
42448,,,
17880,,,
17881,,,
17882,,,
17883,Covox,Kickflip,
17884,,,
17885,,,
17891,,,
17892,,,
17893,,,
17895,,,
42475,,,
17900,,,
124397,,,
83439,,,
83440,Keaton Henson,You,
42479,,,
42480,,,
42482,,,
42485,,,
1526,RoMak and the Space Pirates,Alpha-Generic,
1528,RoMak and the Space Pirates,Driving,
16586,,,
1534,,,
16587,,,
16588,,,
1544,,,
1545,,,
42530,,,
26178,,,
17987,,,
17988,,,
17989,,,
17990,,,
1607,,,
17991,,,
17992,,,
17993,,,
17995,,,
17996,,,
17997,,,
17998,,,
17999,,,
18000,,,
18001,,,
18002,,,
18003,,,
18005,,,
18006,,,
18007,,,
18008,,,
18009,,,
18010,Victor Arden and Phil Ohman,Saturday,
18011,,,
18012,Adele Rowland,Granny,
18013,,,
18014,,,
18015,,,
18016,Columbia Saxophone Sextette,Waiting,
18017,,,
1634,,,
18019,,,
1635,,,
18018,,,
1638,,,
18023,,,
18024,,,
1640,Snacks,Mother,
1642,So Cow,Hrz,
18027,Paul Biese and his Novelty Orchestra,Mystery!,
18028,,,
18029,,,
18030,,,
1644,So Cow,Outskirts,
18025,Frances White,M-i-s-s-i-s-s-i-p-p-i,
1649,,,
18026,,,
75371,,,
1652,,,
9844,Love Craft,Voluptous,
18040,,,
18041,,,
18042,,,
34426,,,
9851,,,
1661,,,
34429,,,
1663,,,
9852,,,
9853,,,
1666,,,
9863,,,
9866,,,
9867,,,
1677,,,
1678,,,
1680,,,
1681,,,
1682,,,
1683,,,
1684,,,
1685,,,
1686,The Sounds of Taraab,Rufiji,
1687,,,
1688,The Sounds of Taraab,Sishituki,
1689,The Sounds of Taraab,Unalo,
9875,Dälek,Tarnished,
9887,,,
9888,James Blackshaw,Cross,
1701,Spires That in the Sunset Rise,Clouds,
1702,,,
1703,,,
1704,,,
1705,Spires That in the Sunset Rise,Underscore,
1706,,,
18085,,,
1720,,,
116452,,,
18159,,,
42741,,,
1783,,,
42744,,,
11753,,,
1793,,,
9985,50 Foot Wave,Bug,
83715,,,
83716,,,
1797,,,
9986,,,
1799,,,
9987,,,
9988,,,
9989,50 Foot Wave,Lavender,
9990,,,
1804,,,
9991,,,
9992,50 Foot Wave,Pneuma,
9993,50 Foot Wave,Petal,
9994,,,
9995,,,
1810,,,
9996,,,
9997,50 Foot Wave,Diving,
18197,,,
18198,Kraus,O'erdose,
18199,Kraus,Wolfram,
18200,Kraus,Ada,
18201,Kraus,Sebastian,
10001,,,
10002,50 Foot Wave,Animal,
10003,,,
1822,,,
1831,,,
18215,Luck & Ripps,HalfLife,
18217,,,
10026,,,
10027,,,
1836,,,
1837,,,
18222,,,
10028,,,
10029,,,
10030,,,
18226,,,
18227,,,
10033,,,
10035,,,
10038,,,
10044,,,
10056,,,
10062,,,
1883,,,
1884,,,
1888,Thee Oh Sees,Kingsmeat,
1889,,,
1890,Thee Oh Sees,Quadrospazzed,
1891,,,
1893,Tommy Jay,Memories,
1894,,,
10086,,,
1896,,,
10089,,,
1898,Mors Ontologica,Downtown,
1899,,,
1900,Mors Ontologica,Sterling,
1901,,,
10094,,,
10099,,,
10104,,,
1916,,,
1924,,,
1925,,,
1926,,,
10125,,,
67471,,,
67473,,,
18322,zero consequences,Avvolgente,
18323,zero consequences,Zoloft,
1940,,,
1941,,,
18325,zero consequences,Riposognante,
18326,zero consequences,Km,
1944,,,
75684,,,
75685,,,
75686,,,
11787,,,
108460,,,
11789,,,
108472,,,
11792,,,
10184,,,
10187,Hengky Strawberry,dancethedresdendancefloor,
10191,,,
11795,,,
11796,,,
11797,,,
10214,,,
18412,,,
18444,,,
18446,,,
2097,,,
51261,,,
67658,,,
10357,,,
10358,,,
10360,Ada Jones and Billy Murray,Rainbow,
10363,,,
10364,,,
100478,,,
10366,,,
116864,,,
10367,,,
116866,,,
51331,,,
10368,,,
75907,,,
10381,,,
10382,,,
10383,,,
10384,,,
10385,Big Blood,Curee,
10386,,,
43149,,,
10388,,,
10389,,,
18589,,,
18592,NiCad,Paradise,
18606,,,
18607,,,
18608,,,
18609,,,
18610,,,
18611,,,
18612,,,
18613,,,
18614,,,
10427,,,
10438,,,
10439,,,
10440,,,
10441,,,
10442,,,
10443,,,
18636,Bondage Fairies,nv4.dll,
10445,,,
10447,,,
10449,Uke of Spaces Corners,Tributaries,
10451,,,
10456,,,
10458,Uke of Spaces Corners,Highway,
10459,,,
10460,,,
10480,,,
10481,,,
10482,,,
10483,,,
10484,,,
10485,,,
18690,,,
18692,Al Jolson,Mammy,
18694,,,
18712,Al Jolson,Avalon,
84294,,,
18759,,,
18760,,,
18761,,,
18762,,,
18763,,,
18764,,,
92521,,,
18802,,,
18803,,,
18804,,,
18805,,,
18806,Chandeliers,Telekinesis,
10621,,,
10623,,,
10627,Oorutaichi,Future,
10630,,,
18823,,,
10631,,,
108955,,,
10666,AWOL,Hangloose,
10678,,,
10679,,,
10680,,,
10681,,,
10682,,,
10683,,,
10684,,,
10685,,,
10686,Big Blood,Sequins,
11892,Wildabeast,Yo,
11893,,,
43458,,,
11894,,,
10693,BOPD,6.6.05,
10694,,,
28177,,,
11895,,,
10697,,,
10698,,,
11896,,,
11897,,,
11899,,,
51715,,,
18973,,,
18974,,,
18975,Sandro Marinoni & Stefano Roncarolo,Air,
18976,,,
10805,,,
10806,,,
10807,,,
10808,,,
10809,,,
10810,,,
10815,AWOL,CYCLE,
76354,,,
10824,,,
59977,,,
10826,,,
59978,,,
10830,,,
35453,,,
35455,,,
19072,,,
19073,,,
19074,,,
35461,,,
76439,,,
11938,,,
27303,,,
27305,Addiquit,Faces,
10929,,,
10930,,,
10932,Farmer's Boulevard,Smile,
19125,,,
19126,,,
10933,Farmer's Boulevard,Phoenix,
19128,,,
19129,,,
19130,,,
19131,,,
19132,,,
19133,,,
19134,,,
19135,,,
10935,,,
19137,,,
10937,,,
10938,,,
10942,Just Plain Ant,Hush,
10943,,,
10945,,,
10947,,,
10948,,,
10951,,,
10952,,,
10954,,,
35543,,,
35551,,,
10992,,,
11954,,,
11957,,,
11030,,,
11031,,,
11032,,,
11033,Farmer's Boulevard,Truth,
11035,,,
11036,,,
11037,,,
91746,,,
11039,,,
11040,,,
19236,I Have Clones,Vulnerable,
27430,,,
11059,,,
19262,,,
19263,,,
19264,Receptors,barackuda,
19265,,,
19266,,,
19267,,,
19268,,,
19269,,,
19270,,,
19271,,,
19272,,,
11080,Tragedy,Evacuate,
11081,,,
19330,,,
19331,Fabrizio Paterlini,Viandanze,
19332,,,
19333,Fabrizio Paterlini,Veloma,
19348,,,
19349,,,
19350,,,
19351,,,
19352,,,
19353,,,
19354,Kraus,Autocrat,
19355,,,
19390,,,
19391,,,
19392,,,
19393,,,
11198,,,
11199,,,
11200,,,
11201,,,
11204,,,
11205,,,
11207,,,
19401,The Mint Chicks,Anti-tiger,
19425,Auto-Pilot,Seventeen,
19438,Just Plain Ant,Stumble,
19439,,,
19441,,,
19442,,,
11262,,,
19457,,,
19458,MNDR,C.L.U.B.,
11266,,,
11268,,,
19461,Deerhunter,Cryptograms,
19462,,,
19464,,,
19465,,,
19466,Deerhunter,Microcastle,
19470,Deerhunter,Agoraphobia,
11298,,,
11304,Abunai!,Tomorrow,
11305,,,
11306,Abunai!,Inspiration,
11319,,,
11320,,,
11321,,,
44094,,,
19550,,,
27752,,,
11375,,,
11389,,,
19582,Ada Jones,Billy,
11390,,,
19584,,,
19585,,,
19586,,,
11394,,,
19588,,,
19589,,,
52358,,,
19591,,,
19592,,,
19593,,,
52359,,,
52361,,,
11396,,,
11397,,,
11398,,,
11405,,,
11406,,,
19601,,,
19602,,,
19603,,,
19604,,,
19605,,,
19606,,,
19607,,,
19608,,,
19609,,,
11410,,,
11412,,,
11417,,,
11418,,,
11419,,,
11420,,,
11423,,,
44192,,,
11425,,,
11427,,,
11428,,,
19621,,,
19622,,,
19623,,,
11429,,,
11430,,,
19626,,,
19627,,,
19628,,,
19629,,,
19630,,,
19631,,,
19632,,,
11432,,,
11433,,,
11437,Abunai!,Toast,
52404,,,
19642,,,
19644,,,
19647,,,
19648,Wizardry,Wayfarer,
19649,,,
3263,,,
3264,,,
3265,Ai Aso,Lavender,
3266,Ai Aso,Land,
3270,,,
3271,Arborea,Beirut,
3272,Arborea,Seadrift,
3273,Arborea,Redbird,
3274,Arborea,Forewarned,
19657,TV Ghost,Fiend,
19658,TV Ghost,Recluse,
44235,,,
44236,,,
19663,,,
19664,,,
19668,Kinski,Semaphore,
19669,,,
19670,,,
19673,Smokey Hormel,Banaketwe,
19674,,,
11503,,,
11504,,,
11506,,,
11507,,,
11508,,,
11509,,,
44282,,,
19707,,,
19708,,,
36096,,,
19718,,,
19719,,,
19720,,,
19721,,,
19722,Fresh Body Shop,Mary,
19724,,,
19729,,,
19758,Dirty Mittens,Row,
19759,,,
19760,,,
19761,,,
19775,,,
3401,,,
11608,,,
11609,,,
11612,,,
36189,,,
36190,,,
36192,,,
11628,,,
11632,,,
3452,,,
3453,Chandeliers,Bamboo,
3454,,,
3455,,,
3458,,,
3467,,,
3468,,,
3469,,,
3470,,,
3472,,,
3473,,,
3475,Cheap Time,Handyman,
3477,,,
3478,,,
3479,,,
3489,,,
3490,,,
3491,,,
3492,,,
3493,,,
3495,,,
3497,,,
3499,,,
3501,,,
3502,,,
3503,,,
3504,,,
3505,,,
11695,,,
11696,,,
3514,Country Teasers,Prelude,
3515,,,
3516,,,
3517,,,
3518,,,
3519,,,
3520,,,
3521,,,
3522,,,
85438,,,
11711,,,
11712,,,
11713,Knyfe Hyts,Spirits,
11715,,,
11716,,,
36301,,,
11733,,,
11734,,,
52696,,,
11737,,,
11738,,,
3551,,,
3552,,,
11748,,,
3557,,,
3558,,,
3559,,,
3560,,,
3561,,,
11750,,,
3563,,,
3564,,,
11752,,,
3566,,,
3567,,,
3568,,,
3569,,,
3570,,,
3571,,,
3572,,,
3573,Dan Deacon,Piggled,
3574,,,
11758,,,
11763,,,
11765,,,
11766,,,
11767,,,
11768,,,
11769,,,
11770,,,
11771,,,
11772,,,
11773,,,
11774,,,
11775,,,
11776,,,
11777,,,
11778,,,
19975,,,
19976,,,
11779,,,
19978,,,
11780,,,
11781,,,
11782,6th Sense,Acapella,
3598,,,
11783,,,
11784,,,
11785,,,
11786,,,
3603,Emma Peel,Houdini,
3604,,,
11788,,,
3606,,,
11790,,,
11791,,,
3609,,,
11793,,,
11794,,,
3612,,,
3613,,,
3614,,,
11799,,,
3616,,,
117951,,,
3618,,,
11803,,,
3620,Fallen Leaves,Shining,
11808,,,
11812,,,
11813,,,
3624,,,
11815,,,
3626,,,
11816,,,
28199,,,
11818,,,
28201,,,
11824,,,
11826,,,
11828,,,
11829,,,
3638,,,
11830,,,
11831,,,
11832,,,
11834,,,
11836,,,
11837,,,
11838,,,
11839,,,
11840,,,
36428,,,
11854,,,
11855,,,
11856,,,
11857,,,
20050,,,
11858,,,
36436,,,
20053,,,
20054,,,
20055,,,
20056,,,
20057,,,
20058,,,
20059,,,
11859,,,
11861,,,
11862,,,
11863,,,
11864,6th Sense &amp; Mick Boogie,Intro,
3681,,,
11865,,,
11866,,,
11868,,,
11869,,,
11875,,,
11879,,,
11880,Wildabeast,4AM,
11881,,,
11882,,,
11883,,,
11884,,,
11886,,,
3696,,,
11888,,,
3698,Hank IV,Symptomatic,
11889,,,
20084,,,
20085,,,
20086,,,
11890,,,
11891,,,
20089,,,
20090,,,
20091,,,
3707,,,
3708,,,
20092,,,
20095,,,
20093,,,
20096,,,
20098,,,
11898,,,
20100,,,
20101,,,
11914,,,
3727,,,
69264,,,
11933,,,
20126,,,
20127,,,
20128,,,
20129,,,
20130,,,
11934,,,
11936,AS-Potiront,Voir,
20133,,,
20134,,,
11937,,,
20136,,,
20137,,,
20138,,,
20139,,,
11940,,,
20142,,,
20144,,,
3761,Kinski,Improv,
3762,,,
3763,,,
20145,,,
3765,,,
3766,,,
20146,,,
20149,,,
20153,,,
20154,,,
20152,Bert Williams,Nobody,
20155,,,
20156,,,
20157,,,
20159,,,
20158,,,
20162,,,
20163,,,
20165,,,
20166,,,
20167,,,
20168,,,
11976,The Years,Toasting,
85708,,,
11986,,,
11987,Niwouinwouin,39-45,
11988,,,
20181,,,
11989,Niwouinwouin,Grippe,
11992,,,
3812,,,
20197,,,
20198,,,
20199,,,
20200,,,
20201,,,
20202,,,
20203,,,
20204,,,
20205,,,
20206,,,
20207,,,
20208,,,
20209,,,
3834,,,
3835,,,
3836,,,
3839,,,
3840,,,
44801,,,
3842,,,
77572,,,
20234,,,
3854,Los Fancy Free,Mother,
3855,,,
3856,Los Fancy Free,Hope,
3857,Los Fancy Free,Fear,
12046,,,
3859,,,
12047,,,
3861,Los Fancy Free,Dinosaurs,
3862,,,
3863,,,
12048,,,
12049,,,
12050,Big Blood,Echohead,
12051,,,
12052,,,
12053,,,
12058,,,
12059,Big Blood,Brotha-o-Brotha-o-,
12060,,,
12061,,,
12062,,,
12063,,,
12064,,,
12065,,,
12066,,,
12067,,,
3880,Mary Halvorson and Jessica Pavone,Crawling,
12068,,,
12074,,,
